,id_product,id_localisation,id_temps,sales,mean_score_critic,mean_score_user
98,53271,1,1,0.3,52,6.7
99,66752,1,1,0.39,72,7.5
100,95671,1,1,0.75,87,9.1
101,35147,1,1,0.78,83,8.9
102,99283,1,1,0.72,71,7.0
103,70057,1,1,0.83,72,7.5
104,49564,1,1,0.55,48,6.4
105,56390,1,1,0.71,59,8.0
106,69089,1,1,0.3,79,7.8
107,47793,1,1,0.17,70,8.1
108,60734,1,1,0.44,77,8.3
109,84149,1,1,0.0,72,7.5
110,56146,1,1,0.81,51,7.8
111,93545,1,1,0.72,69,7.3
112,92882,1,1,0.01,81,8.3
113,15884,1,1,0.12,76,7.9
114,74935,1,1,0.69,81,8.2
115,99558,1,1,0.73,72,7.5
116,82322,1,1,0.19,57,7.3
117,52572,1,1,0.66,73,8.6
118,42156,1,1,0.67,85,8.1
119,54208,1,1,0.65,81,8.4
120,55447,1,1,0.11,70,6.6
121,87061,1,1,0.58,85,8.0
122,41948,1,1,0.18,55,5.8
123,96347,1,1,0.28,81,7.8
124,60239,1,1,0.62,76,9.0
125,94889,1,1,0.0,72,7.5
126,31307,1,1,0.67,70,8.8
127,61595,1,1,0.67,79,6.9
128,31285,1,1,0.6,79,6.0
129,65153,1,1,0.64,68,8.1
130,36764,1,1,0.28,72,7.5
131,93997,1,1,0.0,72,7.5
132,82170,1,1,0.55,63,6.8
133,79972,1,1,0.0,72,7.5
134,36347,1,1,0.35,67,6.9
135,65102,1,1,0.33,78,8.1
136,74089,1,1,0.55,69,2.9
137,31172,1,1,0.15,81,8.9
138,28113,1,1,0.55,81,8.0
139,36303,1,1,0.11,93,9.3
140,68292,1,1,0.3,76,7.2
141,92197,1,1,0.48,82,9.2
142,40594,1,1,0.0,72,7.5
143,91134,1,1,0.02,58,8.8
144,88994,1,1,0.5,52,7.5
145,24876,1,1,0.53,84,7.8
146,34127,1,1,0.28,52,6.9
147,25209,1,1,0.47,77,8.1
148,83268,1,1,0.28,66,8.6
149,41047,1,1,0.28,72,7.5
150,15760,1,1,0.41,68,7.6
151,54617,1,1,0.51,72,7.5
152,18589,1,1,0.42,88,6.9
153,30426,1,1,0.42,72,7.5
154,53533,1,1,0.49,72,7.5
155,31966,1,1,0.51,72,7.5
156,60042,1,1,0.16,72,7.5
157,33904,1,1,0.26,70,8.1
158,71959,1,1,0.45,58,8.6
159,29023,1,1,0.37,78,8.1
160,33127,1,1,0.4,72,8.4
161,16818,1,1,0.24,72,7.5
162,19352,1,1,0.39,76,7.3
163,70448,1,1,0.0,72,7.5
164,51394,1,1,0.18,69,8.2
165,22112,1,1,0.46,41,4.0
166,62460,1,1,0.47,76,4.2
167,41977,1,1,0.25,82,7.1
168,29045,1,1,0.46,74,8.1
169,62948,1,1,0.0,72,7.5
170,83216,1,1,0.46,78,8.6
171,74521,1,1,0.47,64,7.5
172,84896,1,1,0.15,75,8.4
173,84376,1,1,0.42,76,4.6
174,76570,1,1,0.42,55,7.2
175,31730,1,1,0.44,81,7.8
176,82340,1,1,0.31,72,7.5
177,25290,1,1,0.39,60,6.5
178,53996,1,1,0.25,83,8.4
179,78189,1,1,0.42,89,8.1
180,67142,1,1,0.46,81,8.0
181,78706,1,1,0.45,57,5.6
182,68479,1,1,0.44,81,7.6
183,85367,1,1,0.0,72,7.5
184,15781,1,1,0.37,76,8.4
185,60778,1,1,0.45,56,7.3
186,63233,1,1,0.4,72,7.5
187,55562,1,1,0.44,80,7.9
188,73068,1,1,0.19,72,6.6
189,25442,1,1,0.16,65,6.0
190,12063,1,1,0.39,72,7.5
191,14477,1,1,0.04,84,9.0
192,44817,1,1,0.23,69,8.5
193,73675,1,1,0.35,74,7.4
194,65342,1,1,0.43,72,7.5
195,93612,1,1,0.33,70,5.6
196,80522,1,1,0.42,59,4.9
197,59012,1,1,0.23,65,9.1
198,87426,1,1,0.09,67,7.9
199,71310,1,1,0.3,83,7.5
200,56957,1,1,0.38,66,6.9
201,33899,1,1,0.37,72,7.5
202,60398,1,1,0.22,86,8.4
203,55622,1,1,0.37,70,5.2
204,15148,1,1,0.33,72,7.5
205,71734,1,1,0.33,85,8.6
206,34908,1,1,0.16,72,7.5
207,66997,1,1,0.07,57,6.8
208,69668,1,1,0.17,66,7.8
209,57590,1,1,0.02,80,7.6
210,61384,1,1,0.39,56,6.5
211,35643,1,1,0.11,65,8.2
212,56576,1,1,0.35,39,4.9
213,29604,1,1,0.38,72,7.5
214,29311,1,1,0.31,77,8.0
215,87514,1,1,0.31,72,7.5
216,66078,1,1,0.36,66,7.9
217,26621,1,1,0.2,52,7.5
218,40817,1,1,0.2,72,7.5
219,12109,1,1,0.35,77,7.3
220,61006,1,1,0.37,73,7.3
221,83834,1,1,0.31,57,6.7
222,64075,1,1,0.0,72,7.5
223,70288,1,1,0.33,85,8.3
224,28142,1,1,0.19,68,8.0
225,70750,1,1,0.29,82,8.7
226,30899,1,1,0.33,78,7.6
227,55674,1,1,0.14,83,8.7
228,40916,1,1,0.09,72,5.8
229,83231,1,1,0.34,66,3.9
230,86863,1,1,0.3,80,7.4
231,43910,1,1,0.18,72,7.5
232,73410,1,1,0.18,51,7.0
233,62768,1,1,0.27,80,7.3
234,27561,1,1,0.34,68,6.8
235,85463,1,1,0.17,59,7.7
236,59122,1,1,0.09,81,9.0
237,28091,1,1,0.33,81,7.5
238,34708,1,1,0.34,75,7.9
239,75814,1,1,0.31,87,8.6
240,31929,1,1,0.17,80,8.4
241,44480,1,1,0.08,76,7.6
242,61146,1,1,0.0,72,7.5
243,84753,1,1,0.27,75,7.8
244,31514,1,1,0.32,83,8.5
245,18319,1,1,0.27,61,9.3
246,73950,1,1,0.11,62,9.1
247,83512,1,1,0.28,80,8.0
248,42890,1,1,0.27,56,7.3
249,39164,1,1,0.25,75,8.6
250,49045,1,1,0.28,85,7.3
251,36522,1,1,0.21,66,6.0
252,15134,1,1,0.21,87,8.2
253,93620,1,1,0.3,64,6.4
254,14435,1,1,0.14,65,8.3
255,69915,1,1,0.27,80,8.0
256,90545,1,1,0.26,83,9.0
257,62750,1,1,0.09,84,6.4
258,30913,1,1,0.25,74,7.7
259,20678,1,1,0.26,72,7.5
260,33789,1,1,0.25,63,6.9
261,40698,1,1,0.24,71,5.7
262,89526,1,1,0.22,75,7.4
263,31607,1,1,0.22,58,7.5
264,69443,1,1,0.27,79,7.3
265,90333,1,1,0.23,82,8.0
266,14953,1,1,0.27,72,7.5
267,97233,1,1,0.28,72,7.5
268,15844,1,1,0.28,72,7.5
269,94175,1,1,0.31,72,7.5
270,78696,1,1,0.0,72,7.5
271,66146,1,1,0.12,72,7.5
272,15585,1,1,0.15,62,8.2
273,81430,1,1,0.0,72,7.5
274,16842,1,1,0.02,68,8.0
275,27470,1,1,0.27,72,7.0
276,61990,1,1,0.0,79,8.3
277,67617,1,1,0.2,72,7.5
278,62602,1,1,0.28,72,7.5
279,63026,1,1,0.26,87,9.0
280,47390,1,1,0.14,72,7.5
281,93144,1,1,0.0,72,7.5
282,66080,1,1,0.24,72,8.5
283,15006,1,1,0.2,72,7.5
284,45663,1,1,0.0,92,8.4
285,55493,1,1,0.24,71,7.0
286,45194,1,1,0.25,52,8.0
287,55311,1,1,0.0,72,7.5
288,33192,1,1,0.12,69,6.9
289,49938,1,1,0.18,76,8.3
290,21222,1,1,0.14,71,7.5
291,14167,1,1,0.21,72,7.5
292,65987,1,1,0.0,72,7.5
293,32314,1,1,0.24,56,5.8
294,62631,1,1,0.24,72,7.5
295,89005,1,1,0.25,71,6.4
296,57074,1,1,0.0,72,7.5
297,29560,1,1,0.19,72,7.5
298,48302,1,1,0.25,79,5.3
299,69344,1,1,0.2,72,7.5
300,78496,1,1,0.24,72,7.5
301,87703,1,1,0.21,66,7.3
302,67777,1,1,0.24,63,6.3
303,29951,1,1,0.13,72,7.5
304,84821,1,1,0.23,51,6.2
305,58616,1,1,0.13,56,7.5
306,75780,1,1,0.0,72,7.5
307,30905,1,1,0.0,83,7.2
308,60473,1,1,0.26,70,6.6
309,22846,1,1,0.14,72,7.5
310,30679,1,1,0.12,71,8.4
311,93729,1,1,0.23,63,8.6
312,25436,1,1,0.01,94,8.1
313,32920,1,1,0.12,56,8.6
314,76771,1,1,0.18,72,7.5
315,63776,1,1,0.23,72,7.5
316,47354,1,1,0.2,72,7.5
317,85552,1,1,0.15,53,6.7
318,97631,1,1,0.22,65,6.1
319,44992,1,1,0.21,70,7.5
320,96770,1,1,0.0,72,7.5
321,87602,1,1,0.12,51,7.5
322,19707,1,1,0.12,43,8.0
323,83952,1,1,0.23,72,7.5
324,42739,1,1,0.2,78,6.2
325,37011,1,1,0.11,72,7.5
326,46840,1,1,0.0,72,7.5
327,35625,1,1,0.11,75,7.4
328,12361,1,1,0.15,53,6.3
329,33523,1,1,0.18,77,8.4
330,43820,1,1,0.2,72,7.5
331,23619,1,1,0.22,62,7.5
332,17739,1,1,0.0,72,7.5
333,24746,1,1,0.0,72,7.5
334,67932,1,1,0.17,82,7.8
335,21281,1,1,0.06,87,7.1
336,58320,1,1,0.15,87,8.2
337,50745,1,1,0.11,72,7.5
338,24201,1,1,0.0,72,7.5
339,57069,1,1,0.2,72,7.8
340,49768,1,1,0.14,72,7.8
341,63593,1,1,0.2,76,7.0
342,14064,1,1,0.19,80,7.9
343,84527,1,1,0.11,60,7.9
344,87928,1,1,0.0,72,7.5
345,20175,1,1,0.18,72,7.5
346,72345,1,1,0.19,70,7.8
347,78491,1,1,0.1,72,7.5
348,32735,1,1,0.19,49,6.0
349,49939,1,1,0.2,82,8.2
350,41158,1,1,0.17,72,7.5
351,31809,1,1,0.19,46,5.6
352,40930,1,1,0.0,72,7.5
353,98728,1,1,0.2,70,6.5
354,16542,1,1,0.0,72,7.5
355,83438,1,1,0.0,72,7.5
356,86393,1,1,0.0,72,7.5
357,76212,1,1,0.06,33,5.1
358,21338,1,1,0.15,87,5.3
359,75104,1,1,0.18,72,2.8
360,78603,1,1,0.1,67,8.5
361,82895,1,1,0.17,70,7.5
362,16810,1,1,0.15,72,7.5
363,81518,1,1,0.18,68,7.0
364,65113,1,1,0.18,72,7.5
365,29694,1,1,0.14,58,7.2
366,17872,1,1,0.0,72,7.5
367,68743,1,1,0.09,65,6.8
368,39356,1,1,0.07,75,8.5
369,56610,1,1,0.17,58,7.5
370,25598,1,1,0.18,51,6.3
371,42438,1,1,0.15,72,7.5
372,69784,1,1,0.16,69,6.9
373,86704,1,1,0.17,66,6.5
374,70573,1,1,0.02,61,4.4
375,34531,1,1,0.0,72,7.5
376,90139,1,1,0.0,68,8.5
377,48723,1,1,0.15,67,7.3
378,78712,1,1,0.0,72,7.5
379,68962,1,1,0.12,72,7.5
380,54317,1,1,0.0,55,7.3
381,41988,1,1,0.13,81,6.8
382,29989,1,1,0.17,72,7.5
383,26460,1,1,0.14,72,7.5
384,42901,1,1,0.0,72,7.5
385,54119,1,1,0.0,72,7.5
386,54578,1,1,0.14,67,7.6
387,77885,1,1,0.0,72,7.5
388,78722,1,1,0.0,63,7.9
389,18229,1,1,0.13,72,7.5
390,60628,1,1,0.13,72,7.5
391,76113,1,1,0.13,72,7.5
392,13778,1,1,0.16,52,6.1
393,61049,1,1,0.15,75,6.8
394,97627,1,1,0.0,72,7.5
395,68400,1,1,0.0,72,7.5
396,26933,1,1,0.16,72,7.5
397,54345,1,1,0.13,76,6.6
398,83141,1,1,0.13,72,7.5
399,70133,1,1,0.12,41,7.2
400,74673,1,1,0.12,72,7.5
401,33095,1,1,0.12,72,7.5
402,68860,1,1,0.13,77,6.6
403,27202,1,1,0.15,72,7.5
404,66341,1,1,0.12,72,7.5
405,56891,1,1,0.0,72,7.5
406,30403,1,1,0.13,74,8.1
407,86781,1,1,0.12,72,7.5
408,16248,1,1,0.12,75,8.7
409,20582,1,1,0.15,72,7.5
410,85571,1,1,0.0,72,7.5
411,32088,1,1,0.13,63,7.6
412,64672,1,1,0.0,72,7.5
413,77962,1,1,0.15,58,3.1
414,55743,1,1,0.15,69,6.5
415,96085,1,1,0.08,73,7.5
416,65719,1,1,0.14,64,7.8
417,38330,1,1,0.14,77,7.8
418,77144,1,1,0.02,74,8.3
419,13314,1,1,0.08,67,7.8
420,77454,1,1,0.14,72,7.5
421,93406,1,1,0.14,73,7.0
422,87424,1,1,0.0,72,7.5
423,30590,1,1,0.12,64,8.6
424,52354,1,1,0.13,72,7.5
425,94701,1,1,0.12,51,7.2
426,40591,1,1,0.11,51,6.2
427,72481,1,1,0.12,50,6.3
428,56006,1,1,0.11,72,7.5
429,32959,1,1,0.0,72,7.5
430,58137,1,1,0.0,72,7.5
431,12093,1,1,0.11,65,8.5
432,35565,1,1,0.02,72,7.5
433,44971,1,1,0.12,82,7.5
434,94393,1,1,0.07,72,7.5
435,96838,1,1,0.13,72,7.5
436,59013,1,1,0.11,81,9.1
437,64073,1,1,0.1,67,5.2
438,56763,1,1,0.07,54,8.0
439,41272,1,1,0.0,72,7.5
440,75423,1,1,0.12,73,8.0
441,21490,1,1,0.11,72,7.5
442,91091,1,1,0.13,53,5.0
443,48331,1,1,0.1,73,7.2
444,46108,1,1,0.09,72,7.5
445,34031,1,1,0.12,48,5.7
446,83719,1,1,0.13,72,7.5
447,65349,1,1,0.13,72,7.5
448,50375,1,1,0.0,72,7.5
449,79426,1,1,0.0,72,7.5
450,93138,1,1,0.13,72,7.5
451,20053,1,1,0.0,72,7.5
452,16315,1,1,0.12,46,6.7
453,46985,1,1,0.11,80,7.7
454,83035,1,1,0.08,68,8.1
455,80663,1,1,0.12,72,7.5
456,62862,1,1,0.13,72,7.5
457,49838,1,1,0.07,58,6.9
458,64593,1,1,0.0,72,7.5
459,15454,1,1,0.08,69,8.7
460,98360,1,1,0.12,72,7.5
461,13539,1,1,0.0,72,7.5
462,84616,1,1,0.1,82,7.2
463,62656,1,1,0.07,62,6.6
464,13125,1,1,0.1,72,7.5
465,43622,1,1,0.1,56,8.1
466,11230,1,1,0.12,48,5.6
467,82063,1,1,0.1,76,6.2
468,50972,1,1,0.12,68,6.9
469,43946,1,1,0.09,72,7.5
470,86565,1,1,0.1,61,7.4
471,51272,1,1,0.11,61,7.0
472,87195,1,1,0.11,39,6.4
473,51029,1,1,0.06,72,7.5
474,43788,1,1,0.11,61,8.2
475,20712,1,1,0.09,72,7.5
476,37305,1,1,0.09,72,7.5
477,67294,1,1,0.1,75,9.2
478,44103,1,1,0.0,72,7.5
479,62437,1,1,0.11,79,6.6
480,63189,1,1,0.0,72,7.5
481,67360,1,1,0.0,72,7.5
482,61395,1,1,0.0,72,7.5
483,82395,1,1,0.0,72,7.5
484,85433,1,1,0.11,66,7.7
485,45600,1,1,0.09,72,7.5
486,16839,1,1,0.0,72,7.5
487,68527,1,1,0.06,53,7.7
488,58747,1,1,0.11,72,7.5
489,83627,1,1,0.11,70,7.3
490,56061,1,1,0.09,69,7.1
491,18656,1,1,0.09,68,8.2
492,89442,1,1,0.09,64,7.4
493,62549,1,1,0.09,72,7.5
494,13300,1,1,0.1,74,7.3
495,76311,1,1,0.06,68,8.9
496,91877,1,1,0.0,72,7.5
497,38572,1,1,0.09,63,5.7
498,70118,1,1,0.0,72,7.5
499,92337,1,1,0.1,59,7.3
500,19652,1,1,0.09,72,7.5
501,49647,1,1,0.11,72,7.5
502,34946,1,1,0.0,72,7.5
503,51171,1,1,0.07,62,8.0
504,45501,1,1,0.08,51,5.2
505,87854,1,1,0.1,72,7.5
506,70585,1,1,0.1,57,6.3
507,61332,1,1,0.1,72,7.5
508,21850,1,1,0.1,38,3.8
509,71522,1,1,0.0,72,7.5
510,91874,1,1,0.0,72,7.5
511,61036,1,1,0.0,72,7.5
512,21614,1,1,0.1,72,7.3
513,28213,1,1,0.05,72,7.5
514,34715,1,1,0.0,72,7.5
515,96222,1,1,0.1,50,7.8
516,69762,1,1,0.0,72,7.5
517,46769,1,1,0.0,72,7.5
518,77112,1,1,0.09,59,7.9
519,94293,1,1,0.1,72,7.5
520,72411,1,1,0.09,79,6.5
521,92536,1,1,0.0,72,7.5
522,34102,1,1,0.1,72,7.5
523,33223,1,1,0.06,75,8.9
524,22116,1,1,0.09,72,7.5
525,27431,1,1,0.08,53,8.1
526,38251,1,1,0.05,52,4.2
527,31071,1,1,0.0,72,7.5
528,93053,1,1,0.0,72,7.5
529,26768,1,1,0.09,25,3.5
530,25036,1,1,0.07,55,6.1
531,24377,1,1,0.09,69,7.7
532,98795,1,1,0.07,72,7.5
533,78233,1,1,0.07,73,8.2
534,76713,1,1,0.0,72,7.5
535,18379,1,1,0.0,72,7.5
536,69707,1,1,0.08,72,7.5
537,48082,1,1,0.1,71,7.6
538,83223,1,1,0.07,72,7.5
539,35984,1,1,0.0,71,7.7
540,24813,1,1,0.07,86,8.4
541,29893,1,1,0.08,74,6.8
542,71866,1,1,0.09,48,4.8
543,95610,1,1,0.0,88,8.9
544,14754,1,1,0.09,66,5.3
545,47855,1,1,0.05,62,8.7
546,20070,1,1,0.09,72,7.5
547,60566,1,1,0.08,72,7.5
548,99968,1,1,0.06,60,6.8
549,26315,1,1,0.05,72,7.5
550,76006,1,1,0.08,72,7.5
551,14522,1,1,0.07,68,7.7
552,24518,1,1,0.08,79,8.2
553,21235,1,1,0.07,72,7.5
554,55603,1,1,0.0,72,7.5
555,59068,1,1,0.07,72,7.5
556,69957,1,1,0.0,72,7.5
557,35822,1,1,0.08,43,5.7
558,71593,1,1,0.0,72,7.5
559,36015,1,1,0.08,63,6.3
560,56484,1,1,0.04,76,8.0
561,77708,1,1,0.08,72,7.5
562,34646,1,1,0.08,59,7.5
563,47657,1,1,0.08,45,1.4
564,27014,1,1,0.0,72,7.5
565,44867,1,1,0.06,55,7.0
566,57254,1,1,0.07,72,7.5
567,77654,1,1,0.06,69,9.0
568,19758,1,1,0.08,72,7.5
569,31435,1,1,0.0,72,7.5
570,54381,1,1,0.04,72,7.5
571,14332,1,1,0.08,72,7.5
572,73014,1,1,0.04,72,7.5
573,60561,1,1,0.01,79,8.4
574,31341,1,1,0.04,82,7.2
575,90560,1,1,0.06,63,7.1
576,93538,1,1,0.06,57,7.8
577,67745,1,1,0.06,69,6.8
578,63696,1,1,0.07,78,7.9
579,33954,1,1,0.0,72,7.5
580,87166,1,1,0.04,44,5.8
581,13459,1,1,0.01,66,8.6
582,30821,1,1,0.06,66,7.8
583,54767,1,1,0.04,69,7.7
584,99175,1,1,0.06,78,7.8
585,96864,1,1,0.07,61,6.9
586,93672,1,1,0.06,38,5.3
587,89046,1,1,0.05,56,5.9
588,48139,1,1,0.05,64,7.0
589,62547,1,1,0.07,72,7.7
590,16067,1,1,0.07,52,8.7
591,32303,1,1,0.0,72,7.5
592,75638,1,1,0.07,72,7.5
593,76739,1,1,0.0,72,7.5
594,84525,1,1,0.0,72,7.5
595,94193,1,1,0.06,78,6.3
596,76220,1,1,0.07,72,7.5
597,64181,1,1,0.0,72,7.5
598,39338,1,1,0.07,33,4.9
599,37286,1,1,0.06,72,7.5
600,12051,1,1,0.07,72,7.5
601,49918,1,1,0.07,72,7.5
602,40986,1,1,0.06,38,4.1
603,15383,1,1,0.04,63,5.3
604,63157,1,1,0.0,72,7.5
605,61128,1,1,0.0,72,7.5
606,74987,1,1,0.0,72,7.5
607,56297,1,1,0.06,32,4.6
608,53437,1,1,0.0,72,7.5
609,22043,1,1,0.06,49,5.6
610,28074,1,1,0.0,72,7.5
611,17073,1,1,0.03,67,8.9
612,95696,1,1,0.0,72,7.5
613,53000,1,1,0.05,59,5.9
614,97090,1,1,0.04,58,8.0
615,42645,1,1,0.05,55,7.4
616,69644,1,1,0.05,72,7.5
617,40972,1,1,0.05,72,7.5
618,80259,1,1,0.06,57,8.8
619,25466,1,1,0.0,73,7.7
620,90497,1,1,0.0,72,7.5
621,88174,1,1,0.0,72,7.5
622,82586,1,1,0.05,69,4.6
623,22834,1,1,0.0,72,7.5
624,76827,1,1,0.05,55,9.3
625,12794,1,1,0.0,72,7.5
626,84966,1,1,0.0,72,7.5
627,16380,1,1,0.0,72,7.5
628,90823,1,1,0.05,72,7.5
629,33458,1,1,0.03,71,8.0
630,56245,1,1,0.06,66,
631,48492,1,1,0.06,63,7.0
632,91996,1,1,0.0,72,7.5
633,83966,1,1,0.04,37,5.0
634,75111,1,1,0.04,76,8.5
635,85738,1,1,0.06,72,6.4
636,95614,1,1,0.03,27,
637,41252,1,1,0.0,72,7.5
638,52238,1,1,0.0,72,7.5
639,96150,1,1,0.0,72,7.5
640,46829,1,1,0.06,72,7.5
641,69069,1,1,0.03,58,8.5
642,28265,1,1,0.0,72,7.5
643,44405,1,1,0.05,63,7.0
644,71509,1,1,0.05,72,7.5
645,99197,1,1,0.0,72,7.5
646,62337,1,1,0.0,72,7.5
647,33610,1,1,0.05,72,7.5
648,45847,1,1,0.03,59,6.6
649,67073,1,1,0.05,78,7.8
650,25797,1,1,0.03,71,
651,73223,1,1,0.03,73,7.8
652,98693,1,1,0.03,44,4.6
653,18003,1,1,0.05,72,7.5
654,98119,1,1,0.05,73,7.6
655,20600,1,1,0.0,72,7.5
656,14813,1,1,0.04,64,7.1
657,56964,1,1,0.0,72,7.5
658,86645,1,1,0.03,72,7.5
659,97530,1,1,0.05,60,6.9
660,80463,1,1,0.05,70,8.6
661,12768,1,1,0.04,69,6.8
662,67579,1,1,0.01,77,8.1
663,50895,1,1,0.05,72,7.5
664,95893,1,1,0.0,63,7.3
665,84655,1,1,0.03,43,6.2
666,41472,1,1,0.05,58,
667,53760,1,1,0.03,69,7.2
668,66641,1,1,0.05,62,
669,41042,1,1,0.05,72,7.5
670,59679,1,1,0.0,72,7.5
671,85310,1,1,0.04,72,7.5
672,30909,1,1,0.0,72,7.5
673,59435,1,1,0.05,68,7.3
674,19067,1,1,0.03,66,7.2
675,97194,1,1,0.0,72,7.5
676,41575,1,1,0.0,72,7.5
677,87475,1,1,0.05,72,7.5
678,71882,1,1,0.0,72,7.5
679,52965,1,1,0.0,72,7.5
680,65037,1,1,0.05,72,7.5
681,77517,1,1,0.03,37,5.1
682,75913,1,1,0.0,72,7.5
683,81731,1,1,0.05,51,
684,46910,1,1,0.0,72,7.5
685,79770,1,1,0.0,72,7.5
686,76586,1,1,0.02,81,8.8
687,93227,1,1,0.05,60,5.8
688,36983,1,1,0.0,72,7.5
689,29437,1,1,0.05,72,7.5
690,45512,1,1,0.0,72,7.5
691,67785,1,1,0.0,72,7.5
692,69602,1,1,0.04,74,7.8
693,96593,1,1,0.02,72,7.5
694,51221,1,1,0.0,72,7.5
695,83494,1,1,0.04,72,7.5
696,80748,1,1,0.04,72,7.5
697,97518,1,1,0.03,72,7.5
698,69241,1,1,0.04,57,8.1
699,95456,1,1,0.0,72,7.5
700,93061,1,1,0.02,70,7.8
701,28821,1,1,0.0,79,7.5
702,42544,1,1,0.0,78,7.2
703,91454,1,1,0.04,67,
704,24885,1,1,0.04,50,7.8
705,43864,1,1,0.0,72,7.5
706,90845,1,1,0.04,76,7.8
707,40982,1,1,0.04,72,7.5
708,60335,1,1,0.04,72,7.5
709,48233,1,1,0.04,64,7.3
710,92339,1,1,0.04,72,7.5
711,77491,1,1,0.03,72,7.5
712,62388,1,1,0.0,72,7.5
713,30140,1,1,0.05,72,7.5
714,30753,1,1,0.04,72,7.5
715,19810,1,1,0.0,93,8.8
716,75675,1,1,0.03,47,4.9
717,27293,1,1,0.0,72,7.5
718,25057,1,1,0.04,34,1.7
719,86345,1,1,0.0,72,7.5
720,77820,1,1,0.0,72,7.5
721,46365,1,1,0.04,72,7.5
722,91794,1,1,0.02,60,7.0
723,25820,1,1,0.04,72,7.5
724,61005,1,1,0.04,72,7.5
725,48971,1,1,0.02,46,
726,16221,1,1,0.03,73,7.3
727,15261,1,1,0.02,71,8.2
728,99518,1,1,0.0,72,7.5
729,14986,1,1,0.04,48,
730,56154,1,1,0.04,43,7.5
731,80450,1,1,0.0,72,7.5
732,23944,1,1,0.0,72,7.5
733,60370,1,1,0.04,60,6.1
